,index,cpi_index,Int_Rate,Treasury_1,Treasury_5,Treasury_10,CSI_300,year,month,date,cpi_index_y,cpi_index_x,d_M2,d_M1,d_M0,benchmark_forecast,Int_Rate_forecast,Treasury_1_forecast,Treasury_5_forecast,Treasury_10_forecast,CSI_300_forecast,d_M2_forecast,d_M1_forecast,d_M0_forecast,machinelearning_out_of_sample,timevary_forecast
0,2002-01,1.0,2.32,2.13,2.77,3.36,1221.76,2002,1,2002-01-01,,,,,,,,,,,,,,,,
1,2002-02,1.011,2.32,2.18,2.68,3.19,1244.603,2002,2,2002-02-01,-12.257575,13.127928,0.008087158,-0.03141117,-0.0050554276,,,,,,,,,,,
2,2002-03,0.9978569999999999,2.11,1.96,2.49,3.01,1313.466,2002,3,2002-03-01,17.279358,-15.702288,0.019256592,0.013064384,-0.06818771,,,,,,,,,,,
3,2002-04,0.9948634289999999,2.08,1.98,2.32,2.68,1353.607,2002,4,2002-04-01,5.282731,-3.6054108,0.0030794144,0.016450882,0.020348549,,,,,,,,,,,
4,2002-05,0.9918788387129999,2.06,1.88,2.17,2.49,1238.577,2002,5,2002-05-01,4.8807206,-3.6054108,0.0087862015,0.012908936,-0.039938927,,,,,,,,,,,
5,2002-06,0.9829519291645828,2.02,1.8,2.16,2.52,1431.175,2002,6,2002-06-01,11.82102,-10.848893,0.021324158,0.03050518,-0.009605408,,,,,,,,,,,
6,2002-07,0.9829519291645828,2.02,1.78,2.26,2.72,1358.16,2002,7,2002-07-01,0.47087196,0.0,0.0073423386,0.005429268,0.017095566,,,,,,,,,,,
7,2002-08,0.9859007849520764,2.04,1.79,2.48,3.12,1361.298,2002,8,2002-08-01,-2.7257283,3.5946107,0.013948441,0.021520615,0.022849083,,,,,,,,,,,
8,2002-09,0.9957597928015972,2.09,1.85,2.54,3.17,1285.652,2002,9,2002-09-01,-10.873691,11.940397,0.021325111,0.029332161,0.032618523,,,,,,,,,,,
9,2002-10,0.9977513123872004,2.04,2.04,2.58,3.08,1225.338,2002,10,2002-10-01,-0.6347229,2.3976033,0.0017442703,0.0044879913,-0.013577461,,,,,,,,,,,
10,2002-11,0.9967535610748132,2.05,1.91,2.64,3.3,1164.618,2002,11,2002-11-01,4.0585637,-1.2006004,0.013680458,0.013214111,0.02050209,,,,,,,,,,,
11,2002-12,0.9997438217580374,2.17,1.94,2.64,3.26,1103.641,2002,12,2002-12-01,-0.43799108,3.5946107,0.028903008,0.04161167,0.055428505,,,,,,,,,,,
12,2003-01,1.0107410037973759,2.06,1.77,2.48,3.14,1207.597,2003,1,2003-01-01,-9.971309,13.127928,0.02949524,0.021270752,0.20667362,,,,,,,,,,,
13,2003-02,1.0198376728315521,2.05,1.5,2.39,3.19,1213.862,2003,2,2003-02-01,-8.691244,10.75169,-0.0022945404,-0.0372715,-0.16923428,,,,,,,,,,,
14,2003-03,1.013718646794563,1.99,1.73,2.43,3.08,1215.168,2003,3,2003-03-01,10.18349,-7.221687,0.022772789,0.023828506,-0.047416687,,,,,,,,,,,
15,2003-04,1.0116912095009738,1.96,1.92,2.49,3.02,1239.952,2003,4,2003-04-01,6.063161,-2.402403,0.0084114075,-0.0016469955,0.019373894,,,,,,,,,,,
16,2003-05,1.004609371034467,1.99,2.04,2.44,2.84,1300.865,2003,5,2003-05-01,12.692707,-8.429538,0.017061234,0.020216942,-0.018875122,,,,,,,,,,,
17,2003-06,0.9925540585820534,2.08,2.18,2.54,2.9,1214.547,2003,6,2003-06-01,19.255064,-14.487098,0.02671814,0.04231167,-0.009283066,,,,,,,,,,,
18,2003-07,0.9875912882891431,2.13,2.3,2.63,2.95,1222.737,2003,7,2003-07-01,11.08407,-6.0150504,0.00625515,0.0030183792,0.023617744,,,,,,,,,,,
19,2003-08,0.994504427307167,2.09,2.47,2.68,2.89,1178.574,2003,8,2003-08-01,-3.3017166,8.370736,0.021108627,0.011492729,0.013991356,,,,,,,,,,,
20,2003-09,1.006438480434853,2.52,2.58,2.81,3.04,1127.144,2003,9,2003-09-01,-9.344129,14.314285,0.014029503,0.027285576,0.038965225,,,,,,,,,,,
21,2003-10,1.0154964267587665,2.78,2.57,3.0,3.35,1111.617,2003,10,2003-10-01,-6.677507,10.75169,0.0042152405,0.013839722,-0.0030460358,,,,,,,,,,,
22,2003-11,1.0256513910263543,2.37,2.49,3.05,3.59,1142.975,2003,11,2003-11-01,-9.161698,11.940397,0.008738518,0.006802559,0.010295868,,,,,,,,,,,
23,2003-12,1.0318052993725124,2.04,2.28,3.05,3.78,1194.744,2003,12,2003-12-01,-4.8980446,7.178486,0.022265434,0.040065765,0.06844807,,,,,,,,,,,
24,2004-01,1.04315515766561,2.17,2.38,3.09,3.79,1281.334,2004,1,2004-01-01,-11.343273,13.127928,0.017382622,-0.0037240982,0.121076584,-10.461203,-10.698903,-9.681253,-9.1307,-9.999587,-11.791455,-10.294175,-10.65568,-10.077342,-10.039152145385742,-11.916647526435925
25,2004-02,1.0410688473502787,2.09,2.4,3.12,3.83,1351.61,2004,2,2004-02-01,6.17125,-2.402403,0.008620262,-0.002981186,-0.1136322,5.0733666,5.071329,6.2699194,6.856876,5.483673,3.7671046,4.8817177,4.725554,4.7111607,5.4702324867248535,3.837805479390605
26,2004-03,1.0441920538923295,1.9,2.49,3.19,3.88,1384.954,2004,3,2004-03-01,-1.0293894,3.5946107,0.02007389,0.026678085,-0.030418396,-0.8255437,-1.6402599,0.4162928,0.59370047,-0.37873852,-2.597406,-0.6974875,-0.73045766,-0.8635982,-1.3823280334472656,-0.8255437129086536
27,2004-04,1.049413014161791,2.05,2.66,3.43,4.17,1239.72,2004,4,2004-04-01,-4.2190337,5.9850497,0.008481979,-0.0024728775,0.029662132,-3.2191958,-3.5977144,-1.7064613,-1.6079804,-2.678424,-3.317741,-3.351366,-3.3042018,-3.212777,-4.198441028594971,-3.3177409019516784
28,2004-05,1.0483636011476292,1.99,2.84,3.56,4.3,1206.841,2004,5,2004-05-01,2.8664665,-1.2006004,0.0051851273,0.0136528015,-0.04264927,4.077682,3.763108,5.804611,5.285135,4.166924,4.5911984,3.8854842,4.058433,4.041777,3.770221471786499,4.077682127970975
29,2004-06,1.0410250559395957,2.24,2.96,3.64,4.32,1078.485,2004,6,2004-06-01,9.994648,-8.429538,0.015151024,0.021058083,-0.0016212463,11.49092,12.456329,12.765223,11.823743,10.873801,13.56235,11.480441,11.497234,11.510135,10.502232551574707,13.562350540733094
30,2004-07,1.0389430058277165,2.18,3.07,3.87,4.65,1088.677,2004,7,2004-07-01,4.167714,-2.402403,-0.0012617111,-0.007303238,0.020378113,5.406876,5.754281,5.926255,4.871639,4.052731,6.2125115,4.971925,5.185136,5.4331284,5.6212239265441895,5.406876211232504
31,2004-08,1.0462156068685105,2.27,3.26,4.06,4.81,1055.97,2004,8,2004-08-01,-7.103187,8.370736,0.006706238,0.012907982,0.005592346,-5.631372,-5.3800483,-5.659898,-6.9001837,-7.5161104,-5.2453628,-5.8157754,-5.6186695,-5.652856,-2.9938344955444336,-5.631372141260174
32,2004-09,1.057723978544064,2.23,3.03,4.16,5.17,1109.324,2004,9,2004-09-01,-12.256811,13.127928,0.016661644,0.014633179,0.050269127,-10.549485,-10.553753,-10.943194,-12.112625,-12.8627825,-10.614141,-10.439337,-10.49066,-10.530411,-9.743919372558594,-10.54948536667693
33,2004-10,1.057723978544064,2.16,3.0,4.06,5.02,1050.299,2004,10,2004-10-01,1.2703191,0.0,-6.771088e-05,0.0037899017,-0.02196598,3.021143,3.1178687,2.4144292,1.3702152,0.8712167,2.625932,2.5415041,2.8657477,2.9910223,2.7771689891815186,3.0211429152695453
34,2004-11,1.0545508066084317,2.09,3.01,4.19,5.24,1062.814,2004,11,2004-11-01,4.87573,-3.6054108,0.013833046,0.017520905,0.006503105,6.7134614,6.72469,5.966022,4.7616405,4.2239933,6.1695676,6.7246475,6.749371,6.7374334,5.045823574066162,4.223993404151369
35,2004-12,1.05560535741504,1.88,2.91,4.15,5.2,1000.0,2004,12,2004-12-01,0.37017077,1.1994004,0.024272919,0.03804493,0.060437202,1.6692984,1.2120261,1.0416571,-0.04602967,-0.45030195,0.7707088,2.0982916,2.0576675,1.7371188,1.1505988836288452,-0.7220347925755615
36,2005-01,1.0619389895595301,1.88,2.82,4.0,5.05,954.879,2005,1,2005-01-01,-4.9154997,7.178486,0.017619133,0.011493683,0.11211777,-4.530872,-5.153688,-4.9966464,-5.84021,-6.20092,-5.717407,-4.380754,-4.5212073,-4.4996157,-4.480184555053711,-6.3647273851169786
37,2005-02,1.0810538913716017,2.1,2.84,3.89,4.82,1039.989,2005,2,2005-02-01,-20.430153,21.407902,0.00637722,-0.04491806,-0.05774212,-19.271103,-19.767044,-19.511843,-19.964136,-20.136288,-19.685091,-19.35522,-19.679438,-19.125,-8.72911262512207,-20.170491167091473
38,2005-03,1.0713244063492573,1.72,2.75,3.68,4.53,942.203,2005,3,2005-03-01,11.725683,-10.848893,0.019970894,0.020562172,-0.06511688,14.090032,13.402771,13.283267,12.877999,12.834411,12.749131,14.245027,14.051499,14.162901,9.34509563446045,13.072801269110405
39,2005-04,1.0681104331302096,1.23,2.61,3.35,4.06,932.395,2005,4,2005-04-01,4.8826017,-3.6054108,0.009043694,-0.0015792847,0.0199337,6.354224,4.022183,6.2827764,6.231429,6.1965733,5.0378127,6.2493186,6.090862,6.364771,4.37460994720459,6.031034556488354
40,2005-05,1.065974212263949,1.25,2.5,3.19,3.86,855.946,2005,5,2005-05-01,3.6795938,-2.402403,0.008384705,0.012693405,-0.040260315,4.9833584,3.0888913,5.4271855,5.347701,5.2598324,3.3436553,4.821355,4.918975,5.0021296,4.566775798797607,5.0136356849755135
41,2005-06,1.0574464185658374,1.28,2.22,2.96,3.65,878.686,2005,6,2005-06-01,13.207875,-9.638606,0.024018288,0.02880001,0.0017843246,12.053884,10.786932,13.442582,12.976082,12.725831,10.892997,12.379805,12.215197,12.063025,10.264031410217285,12.703188370830134
42,2005-07,1.0574464185658374,1.23,1.81,2.63,3.39,888.164,2005,7,2005-07-01,4.564302,0.0,0.004272461,-0.009448051,0.015347481,2.2795122,1.3219206,4.864802,4.0438743,3.4987109,1.5650336,2.1282568,1.9050406,2.2813256,1.1773016452789307,3.227979363885046
43,2005-08,1.0595613114029692,1.2,1.59,2.49,3.32,927.916,2005,8,2005-08-01,2.3661008,2.3976033,0.015483856,0.017292023,0.008482933,-0.12575233,-0.21506412,2.682819,1.8586423,1.1983334,-0.31318095,-0.06906871,-0.03701614,-0.12842897,-0.44305354356765747,2.682818886919412
44,2005-09,1.06697824058279,1.2,1.42,2.42,3.34,917.392,2005,9,2005-09-01,-3.8058398,8.370736,0.02162838,0.015835762,0.04224682,-6.0150266,-5.58583,-3.0610929,-3.9831996,-4.7482543,-5.992799,-5.9600763,-5.8841276,-6.0313807,-6.209141254425049,-6.015026789755581
45,2005-10,1.071246153545121,1.26,1.42,2.22,2.98,876.282,2005,10,2005-10-01,-0.5247808,4.7904253,0.00053310394,0.007774353,-0.017205238,-2.5191023,-1.7521603,0.09530622,-0.21646635,-0.66596806,-2.3256571,-2.7099664,-2.5255494,-2.5159054,-5.969152450561523,-2.519102406360245
46,2005-11,1.0680324150844855,1.24,1.63,2.47,3.26,873.825,2005,11,2005-11-01,8.471057,-3.6054108,0.016411781,0.023061752,0.023314476,5.9090247,6.8541613,7.9149632,7.5825973,7.2672114,6.1718774,5.9416842,5.948133,5.9025455,4.429810047149658,5.909024645410371
47,2005-12,1.0723045447448234,1.52,1.84,2.55,3.23,923.451,2005,12,2005-12-01,1.0663095,4.7904253,0.021672249,0.029830933,0.06989288,-2.4819386,-1.7754637,-1.011921,-0.8825958,-0.90553224,-2.1500914,-2.3305125,-2.312541,-2.4130692,-0.45717597007751465,-2.4819386081032366
48,2006-01,1.086244503826506,1.56,1.64,2.35,3.02,1009.597,2006,1,2006-01-01,-10.236796,15.499471,0.015992165,-0.00026226044,0.19856834,-13.147562,-12.140945,-11.120865,-10.867141,-10.833749,-12.861736,-12.968104,-13.044274,-12.432385,-10.814066886901855,-13.147561984817251
49,2006-02,1.0916757263456385,1.35,1.69,2.31,2.93,1053.01,2006,2,2006-02-01,-0.2260971,5.9850497,0.003107071,-0.027350426,-0.18000317,-3.2467406,-2.1153414,-1.4253907,-1.0551445,-0.9663875,-3.308063,-3.7244706,-4.106967,-5.2166505,-3.7078804969787598,-2.1153414106036017
50,2006-03,1.0807589690821822,1.46,1.7,2.44,2.91,1061.088,2006,3,2006-03-01,18.52394,-12.060403,0.019429207,0.022550583,-0.042128563,14.324681,14.70479,16.546448,16.373732,16.647284,13.814979,14.523512,14.2894945,14.277342,10.988468170166016,14.32468081085155
51,2006-04,1.0818397280512642,1.64,1.7,2.57,2.98,1172.347,2006,4,2006-04-01,5.064135,1.1994004,0.010290146,-0.0032653809,0.028711319,1.7030281,1.850044,3.5882711,3.328669,3.9033346,0.57727975,1.5978692,1.5853484,1.7446856,0.33817335963249207,3.5882712182703616
52,2006-05,1.0796760485951615,1.43,1.73,2.48,3.01,1365.451,2006,5,2006-05-01,9.165689,-2.402403,0.009541512,0.0262537,-0.028998375,5.493295,6.174216,7.2707214,7.282407,7.5260906,4.2304096,5.340681,5.4961805,5.4183846,3.6337602138519287,7.270721583059989
53,2006-06,1.095871189324089,1.69,1.92,2.64,3.09,1393.963,2006,6,2006-06-01,-12.192708,17.866335,0.018912315,0.028193474,0.00016117096,-14.763768,-14.354439,-13.680261,-13.187362,-12.444356,-13.706946,-14.498145,-14.4618025,-14.816729,-9.461379051208496,-14.763768118297651
54,2006-07,1.1068299012173297,2.06,2.06,2.75,3.21,1294.328,2006,7,2006-07-01,-7.2618027,11.940397,0.0038785934,0.0027618408,0.012007713,-8.479031,-9.592431,-7.8854737,-7.4274235,-6.85669,-7.4387684,-8.8271265,-8.465578,-8.4837675,-9.481626510620117,-9.592431510221143
55,2006-08,1.1112572208221991,2.23,2.13,2.78,3.25,1338.694,2006,8,2006-08-01,0.68182373,4.7904253,0.011888504,0.019276619,0.018055916,-1.1980418,-3.211203,-0.93301266,-0.39766553,0.09271823,0.31137446,-1.2124128,-1.0516852,-1.1948519,0.29470932483673096,-1.1980417932581302
56,2006-09,1.11681350692631,2.13,2.02,2.68,3.13,1403.265,2006,9,2006-09-01,-0.7120038,5.9850497,0.01206398,0.016994476,0.06025219,-2.1914084,-3.3788831,-1.7337906,-1.2697794,-0.7886678,-0.42029664,-2.1967673,-2.014705,-2.179048,0.0013353526592254639,-2.191408297844456
57,2006-10,1.1179303204332363,2.08,2.02,2.56,2.96,1464.473,2006,10,2006-10-01,4.2732463,1.1994004,0.0026540756,0.013147354,-0.028558731,2.7065694,1.8390023,3.0757504,3.8145583,4.319982,4.790249,2.4578063,2.734796,2.6563776,2.533820390701294,2.706569364752013
58,2006-11,1.1212841113945358,2.77,2.07,2.55,2.99,1714.358,2006,11,2006-11-01,2.2760465,3.5946107,0.0141944885,0.027376175,0.022305489,0.5523233,-0.58750796,0.5779617,1.4965099,1.8877102,3.5383685,0.5238779,0.976358,0.55572724,0.9649523496627808,0.5523232547772023
59,2006-12,1.1369820889540594,1.9,2.1,2.57,3.02,2041.047,2006,12,2006-12-01,-11.208086,16.683487,0.023640633,0.03539753,0.0587759,-12.178498,-12.171621,-12.453927,-11.43047,-11.018617,-8.725873,-12.438554,-11.143546,-12.163104,-11.090217590332031,-12.453927091021786
60,2007-01,1.1449409635767376,1.61,2.06,2.6,3.03,2385.335,2007,1,2007-01-01,-2.4000409,8.370736,0.0169878,0.01930046,0.031863213,-3.8107066,-3.8623111,-3.9794683,-3.2846963,-2.8157868,-0.3296168,-3.7375653,-3.377383,-3.7828321,-3.457444906234741,-3.979468324620841
61,2007-02,1.156390373212505,2.45,2.13,2.72,3.11,2544.571,2007,2,2007-02-01,-4.3979597,11.940397,0.020166397,-0.017477036,0.091526985,-7.101294,-6.729536,-7.6553497,-7.2162595,-6.516124,-4.6362133,-6.851379,-8.076384,-6.740857,-6.681369304656982,-6.516123907173508
62,2007-03,1.1529212020928674,1.57,2.18,2.78,3.3,2781.784,2007,3,2007-03-01,10.745837,-3.6054108,0.015069008,0.0127744675,-0.11180973,7.903484,7.960121,7.509911,7.924455,8.398194,10.509384,7.9378924,7.898982,7.834464,7.903972148895264,8.526617734931177
63,2007-04,1.1517682808907745,2.43,2.28,3.01,3.53,3558.709,2007,4,2007-04-01,8.541027,-1.2006004,0.00880909,-0.0015878677,0.015432358,6.158094,7.4586177,5.563464,5.0181723,5.058204,9.705053,5.9693894,6.0950794,6.0892196,4.290313720703125,7.728462900893133
64,2007-05,1.1552235857334467,1.82,2.38,3.35,3.88,3927.952,2007,5,2007-05-01,3.0454628,3.5946107,0.0064907074,0.02013874,-0.039824486,1.8255451,2.0143867,1.6881329,0.83459204,-0.44022936,4.7892013,1.648206,1.7335688,1.8530188,2.1559383869171143,2.5244773371451332
65,2007-06,1.1598444800763805,2.06,2.59,3.71,4.3,3764.078,2007,6,2007-06-01,1.2502457,4.7904253,0.021708488,0.0418787,0.005712509,0.85249156,1.2341876,1.8575957,2.1738672,0.38374186,2.643973,0.87750787,0.5106986,0.87038857,0.6638636589050293,0.7254673776375595
66,2007-07,1.1598444800763805,2.12,2.83,3.85,4.43,4460.564,2007,7,2007-07-01,6.140621,0.0,0.015892982,0.002866745,0.016425133,5.894685,6.3355837,7.492033,7.215358,6.261274,7.6119356,6.023853,5.9382977,5.867495,4.268803596496582,7.043648818259836
67,2007-08,1.1737626138372972,1.92,2.94,3.73,4.29,5296.813,2007,8,2007-08-01,-9.466571,14.314285,0.008611679,0.034313202,0.017992973,-8.866796,-8.82193,-7.6505485,-8.053133,-8.530486,-7.2372227,-9.036295,-9.086379,-8.8469095,-9.481091499328613,-7.342787126072489
68,2007-09,1.177283901678809,2.86,3.09,3.91,4.4,5580.813,2007,9,2007-09-01,0.9535525,3.5946107,0.015107155,0.01127243,0.042508125,2.2924905,3.1404445,3.0646799,2.7675567,2.4228535,3.1718981,2.3536615,2.3274095,2.2854989,2.4865708351135254,3.2266213923383056
69,2007-10,1.1808157533838453,2.77,3.26,4.01,4.44,5688.543,2007,10,2007-10-01,0.35355067,3.5946107,0.0028076172,0.014328003,-0.024859428,2.2766626,2.488734,2.384633,2.2821252,2.1203167,2.5155933,1.8797394,2.2767704,2.2925935,1.0410752296447754,2.2766626419790224
70,2007-11,1.189081463657532,2.03,3.68,4.25,4.55,4737.408,2007,11,2007-11-01,-5.9233537,8.370736,0.013990402,0.022966385,0.023388863,-2.700728,-2.7195053,-3.574771,-3.334039,-3.2814896,-2.9150703,-2.6805658,-2.7951202,-2.699852,-2.116737127304077,-5.9780043388918545
71,2007-12,1.2009722782941072,1.89,3.69,4.24,4.47,5338.275,2007,12,2007-12-01,-10.688248,11.940397,0.009072304,0.030280113,0.04674816,-6.610684,-6.5477386,-8.297224,-7.819718,-7.510067,-7.274801,-6.8397365,-6.813398,-6.608297,-5.321901321411133,-9.266238282827114
72,2008-01,1.2153839456336366,1.98,3.53,4.15,4.35,4620.401,2008,1,2008-01-01,-13.359018,14.314285,0.035181046,0.015028,0.18841743,-9.481683,-9.466647,-11.215203,-10.863744,-10.44822,-10.14456,-7.9851694,-9.446961,-9.475414,-8.9730863571167,-12.26892973273176
73,2008-02,1.2469839282201112,2.29,3.38,3.88,4.15,4674.55,2008,2,2008-02-01,-32.412804,30.801296,0.0076093674,-0.030766487,-0.12220669,-28.294651,-28.346436,-28.802975,-28.661026,-28.553612,-28.604113,-28.125706,-27.162254,-26.483576,-11.143777847290039,-28.604113469641632
74,2008-03,1.2382550407225703,2.07,3.24,3.9,4.11,3790.53,2008,3,2008-03-01,7.2200403,-8.429538,0.004778862,0.0045814514,-0.06430817,15.994433,15.941004,13.447647,14.1442795,14.832215,15.250295,15.874272,15.875612,15.897693,17.073137283325195,15.994433297802118
75,2008-04,1.2394932957632927,2.31,3.17,3.76,4.04,3959.119,2008,4,2008-04-01,-2.7090483,1.1994004,0.0146865845,0.005469322,0.011647224,4.1037755,3.917951,2.0354228,2.6945302,3.2214391,3.4612515,4.308555,3.8250957,4.156548,3.967651844024658,0.8073788663443269
76,2008-05,1.2345353225802396,2.53,3.28,3.85,4.14,3611.33,2008,5,2008-05-01,3.400329,-4.8096256,0.0159626,0.010817528,-0.020352364,10.12162,9.670274,7.4085197,8.366792,8.991836,9.723209,10.394694,9.802194,10.04011,6.624171733856201,10.1216202948185
77,2008-06,1.2320662519350791,2.85,3.46,4.01,4.33,2791.819,2008,6,2008-06-01,0.6920527,-2.402403,0.015737534,0.009575844,0.00039863586,6.675836,5.7273974,3.6634855,4.7032876,5.2468715,7.141294,6.7785053,6.376954,6.6897936,3.1901543140411377,6.67583598927556
78,2008-07,1.233298318187014,2.49,3.53,4.2,4.46,2805.21,2008,7,2008-07-01,-3.0097008,1.1994004,0.0072431564,0.0011119843,0.01662159,2.577634,1.9894508,-0.7261663,-0.06371887,0.7087105,2.98025,2.571402,1.9082295,2.680003,-2.3911678791046143,2.5776340323733713
79,2008-08,1.232065019868827,2.66,3.56,4.12,4.42,2391.64,2008,8,2008-08-01,-0.010895904,-1.2006004,0.0055503845,0.012167931,0.005344391,4.6558304,3.614377,1.1370909,2.253017,2.867159,5.289012,4.421455,4.496885,4.687927,4.563990116119385,-0.7761850384711959
80,2008-09,1.232065019868827,2.72,3.34,3.7,3.92,2243.657,2008,9,2008-09-01,-0.8122942,0.0,0.008987427,-0.0072984695,0.02791214,3.0835624,1.7361724,0.81652695,2.4252841,3.1030426,3.6886456,2.903756,1.7542673,3.2533746,7.730188369750977,0.9922356037756712
81,2008-10,1.2283688248092206,2.5,2.8,3.01,3.19,1663.66,2008,10,2008-10-01,2.9935174,-3.6054108,0.00051784515,0.009237289,-0.012913704,6.283827,5.795746,6.755056,8.522641,8.957021,6.800981,5.5347395,6.0096974,6.2390227,5.5154290199279785,3.3727196520428224
82,2008-11,1.2185418742107468,2.14,2.18,2.59,3.01,1829.924,2008,11,2008-11-01,10.12948,-9.638606,0.012088776,0.004014015,0.0092020035,11.587253,12.62998,15.357205,15.336261,14.358046,11.613749,11.933888,10.91336,11.701451,5.574756622314453,14.903973318662693
