,index,cpi_index,Int_Rate,Treasury_1,Treasury_5,Treasury_10,CSI_300,year,month,date,cpi_index_y,cpi_index_x,d_M2,d_M1,d_M0,benchmark_forecast,Int_Rate_forecast,Treasury_1_forecast,Treasury_5_forecast,Treasury_10_forecast,CSI_300_forecast,d_M2_forecast,d_M1_forecast,d_M0_forecast,machinelearning_out_of_sample,timevary_forecast
83,2008-12,1.2161047904623252,1.14,1.3,1.98,2.85,1817.722,2008,12,2008-12-01,4.0885115,-2.402403,0.0353899,0.051797867,0.079390526,4.448062,9.053423,11.824672,9.435027,6.9038014,4.1258607,7.1098547,7.1051016,4.850703,7.879713535308838,4.4480618177561775
84,2009-01,1.227049733576486,0.86,1.07,2.02,2.88,2032.682,2009,1,2009-01-01,-9.363349,10.75169,0.043183327,-0.006047249,0.18279839,-8.110707,-4.703356,-1.2741066,-3.9949365,-5.855643,-9.100247,-6.2834134,-8.800697,-7.5095816,-4.001981258392334,-1.274106588077542
85,2009-02,1.227049733576486,0.83,1.09,2.46,3.19,2140.489,2009,2,2009-02-01,2.5811982,0.0,0.021086693,0.0056409836,-0.15619183,1.9919425,3.8803062,5.7564907,3.5655255,2.7753437,1.1361216,2.1932244,1.7183099,1.8605312,3.7611963748931885,5.756490912844747
86,2009-03,1.2233685843757567,0.81,0.93,2.45,3.15,2507.789,2009,3,2009-03-01,5.7845984,-3.6054108,0.046123505,0.06066513,-0.040512085,5.4681377,7.423826,8.25674,6.490683,5.7831955,4.9039755,6.118997,8.6196,5.574755,6.49936580657959,5.4681376699603215
87,2009-04,1.2209218472070051,0.82,0.99,2.44,3.17,2622.926,2009,4,2009-04-01,4.981591,-2.402403,0.018401146,0.009428978,0.015024185,3.9658768,5.157304,5.9641876,4.719508,4.0396414,3.424782,4.0182223,3.601053,3.9846568,3.8364837169647217,3.9658767532141246
88,2009-05,1.217259081665384,0.81,0.95,2.38,3.05,2759.712,2009,5,2009-05-01,6.3849998,-3.6054108,0.014295578,0.02116394,-0.020578384,4.8761363,6.2595825,6.521114,5.484508,4.8449674,4.6576176,4.8300114,5.1405725,4.849131,5.238184452056885,4.876136180574173
89,2009-06,1.2111727862570572,0.87,0.99,2.42,3.17,3166.474,2009,6,2009-06-01,8.694086,-6.0150504,0.036977768,0.05925846,0.00242424,7.121391,8.287557,8.44384,7.6393538,7.158303,7.4841723,8.0600195,9.747523,7.129025,5.486608028411865,7.121390917865596
90,2009-07,1.2111727862570572,1.3,1.4,2.79,3.38,3734.622,2009,7,2009-07-01,3.078238,0.0,0.007331848,0.014143944,0.017629623,1.1641496,1.8704729,2.215172,1.5934625,1.3245379,1.5811826,0.7470459,1.0550826,1.199199,4.880622386932373,1.5811825938619264
91,2009-08,1.2172286501883423,1.16,1.61,2.97,3.51,2830.271,2009,8,2009-08-01,-2.8073587,5.9850497,0.00625515,0.022740364,0.0048742294,-4.85822,-3.8491013,-3.7032804,-4.311682,-4.479239,-5.5147624,-5.248441,-4.2342415,-4.8850636,-5.404792785644531,-4.858220137095385
92,2009-09,1.2220975647890957,1.2,1.51,2.89,3.48,3004.805,2009,9,2009-09-01,-1.4137293,4.7904253,0.014984131,0.0065317154,0.06692028,-3.808678,-2.8775454,-2.6139092,-3.2103078,-3.3953273,-4.088598,-3.8708858,-4.0958242,-3.6410685,-2.502682685852051,-3.8086780197820858
93,2009-10,1.2208754672243065,1.25,1.51,3.06,3.66,3280.372,2009,10,2009-10-01,5.374908,-1.2006004,0.0021123886,0.02853012,-0.029171944,2.1585,3.1161463,3.1428943,2.3279407,2.1436768,2.2322025,1.5831747,2.750015,2.046309,0.11541211605072021,2.158499863214208
94,2009-11,1.2245380936259793,1.2,1.51,3.1,3.68,3511.669,2009,11,2009-11-01,1.3741399,3.5946107,0.013480186,0.023558617,0.017027855,-2.6631908,-1.4102178,-1.3676083,-2.3540444,-2.546249,-2.6747425,-2.783233,-2.081834,-2.6478062,-1.5437703132629395,-2.663190726186842
95,2009-12,1.236783474562239,1.19,1.49,2.96,3.63,3575.684,2009,12,2009-12-01,-7.467925,11.940397,0.025929451,0.041267395,0.05104065,-11.024138,-9.661906,-9.1989355,-10.085268,-10.447137,-11.014289,-10.697819,-8.846618,-10.931991,-9.765536308288574,-8.005974805731796
96,2010-01,1.2442041754096125,1.12,1.58,3.01,3.64,3204.155,2010,1,2010-01-01,-2.3091884,7.178486,0.024899483,0.036112785,0.06360054,-5.950357,-4.5441146,-4.6875544,-5.478026,-5.7632995,-5.9422927,-5.6509323,-4.178921,-5.7654557,-2.529494524002075,-4.6875543489774625
97,2010-02,1.259134625514528,1.45,1.66,2.95,3.47,3281.666,2010,2,2010-02-01,-9.444987,14.314285,0.016586304,-0.023364067,0.050408363,-12.663441,-12.350785,-11.662227,-12.052825,-11.925353,-12.643458,-12.697587,-14.704032,-12.319102,-6.879281520843506,-12.727618075394533
98,2010-03,1.2503206831359261,1.35,1.53,2.72,3.41,3345.607,2010,3,2010-03-01,13.801097,-8.429538,0.021578789,0.02253151,-0.092448235,8.267403,9.579965,9.786519,9.130145,8.68043,8.505161,8.51435,8.24073,8.666971,7.932180404663086,9.677237148792699
99,2010-04,1.252821324502198,1.31,1.62,2.76,3.45,3067.365,2010,4,2010-04-01,2.8741055,2.3976033,0.01012516,0.019477844,0.014655113,-0.24119087,0.2690956,0.28760645,0.27217582,0.004539282,-0.06916133,-0.55033535,-0.05436487,-0.16172266,1.1881508827209473,-0.24119087145729567
100,2010-05,1.2515685031776957,1.63,1.74,2.54,3.26,2773.264,2010,5,2010-05-01,6.672309,-1.2006004,0.0102882385,0.011003494,-0.025657654,3.137982,2.9979758,3.4693716,3.9987133,3.7113457,3.164745,2.9451976,2.733636,3.466565,2.3852338790893555,3.1379818596172693
101,2010-06,1.2440590921586296,2.2,2.0,2.64,3.32,2563.07,2010,6,2010-06-01,13.594753,-7.221687,0.01580906,0.017113686,0.006495476,8.775476,7.531537,8.650273,9.211954,8.947872,8.878599,8.773235,8.439703,8.20705,8.042179107666016,9.211953912837416
102,2010-07,1.2490353285272642,1.6,1.97,2.59,3.24,2868.846,2010,7,2010-07-01,1.6821934,4.7904253,0.00019264221,0.0003490448,0.016273499,-1.714563,-2.1552644,-2.193366,-1.1482913,-1.252282,-1.7687014,-2.0438693,-2.1557934,-1.535163,-1.2707237005233765,-3.9651637899997176
103,2010-08,1.2565295404984278,1.58,1.92,2.62,3.26,2903.188,2010,8,2010-08-01,-1.0045234,7.178486,0.019765854,0.015161514,0.009553909,-3.4980981,-3.8971837,-3.9282286,-3.1964145,-3.3148878,-3.6444595,-3.5182366,-3.4446206,-3.110389,-2.003547430038452,-3.250522298322527
104,2010-09,1.2640687177414183,1.7861,1.92,2.71,3.31,2935.574,2010,9,2010-09-01,-1.1039764,7.178486,0.012954712,-0.00212574,0.047250748,-3.1777604,-3.4995172,-3.451508,-3.1473308,-3.3091033,-3.2478416,-3.0448797,-3.3860805,-3.235425,-1.4902305603027344,-3.177760378330401
105,2010-10,1.272917198765608,1.6172,1.99,2.93,3.53,3379.983,2010,10,2010-10-01,-2.8938382,8.370736,0.004734993,0.038188934,-0.004986763,-3.955841,-3.7208745,-3.7450612,-3.6904888,-3.4292324,-3.2210493,-3.4360359,-4.019725,-3.4279108,-2.0189530849456787,-3.955841060342336
106,2010-11,1.2869192879520297,1.713,2.32,3.56,3.89,3136.985,2010,11,2010-11-01,-8.945224,13.127928,0.014980316,0.023822784,0.014445305,-8.216814,-7.174913,-6.4575877,-6.3291283,-6.606643,-8.285951,-8.105384,-8.312002,-7.6830044,-8.129376411437988,-8.216813878035605
107,2010-12,1.2933538843917898,2.6855,3.03,3.56,3.85,3128.261,2010,12,2010-12-01,-2.001549,5.9850497,0.021603584,0.027380943,0.05471039,-1.7003435,3.0555155,3.4615269,-0.03808002,-0.40483677,-1.4972821,-2.0001173,-1.8893262,-1.9021744,-1.9149842262268066,-1.7003435102668947
108,2011-01,1.3062874232357078,3.4009,3.04,3.54,3.94,3076.508,2011,1,2011-01-01,-7.463068,11.940397,0.011006355,-0.018383026,0.26318073,-7.459527,-3.552317,-5.1096196,-6.7318773,-6.636214,-7.4707284,-7.0958548,-7.1118402,-8.471519,-7.566007614135742,-7.45952686713915
109,2011-02,1.3219628723145362,2.4526,3.11,3.66,4.04,3239.559,2011,2,2011-02-01,-11.129863,14.314285,0.0030555725,-0.00984478,-0.20566368,-9.379034,-8.816753,-8.236776,-9.433426,-9.313382,-9.381027,-8.937325,-9.088439,-9.651285,-8.16197681427002,-7.867041441708089
110,2011-03,1.3193189465699071,1.8148,2.9,3.53,3.9,3223.288,2011,3,2011-03-01,5.9868255,-2.402403,0.02944851,0.026854515,-0.052663803,6.6417503,7.0092354,7.7336507,5.968359,6.2357683,6.6314197,6.197894,6.638149,6.550697,5.611018180847168,6.641750465155482
111,2011-04,1.3206382655164768,2.0227,2.83,3.47,3.89,3192.723,2011,4,2011-04-01,2.1850219,1.1994004,-0.0009851456,0.0019187927,0.014253616,3.2206764,3.4960444,3.5315478,2.612672,2.7149065,3.1439934,3.6591947,3.4184985,3.2381053,2.611600160598755,3.220676440650337
112,2011-05,1.3219589037819932,2.8415,2.95,3.43,3.84,3001.556,2011,5,2011-05-01,1.7846209,1.1994004,0.007923126,0.009411812,-0.019673347,3.2738109,3.6555572,3.2379723,2.5544994,2.6748083,3.4123564,3.3596392,3.3983905,3.2295928,2.196895122528076,3.2738108068021106
113,2011-06,1.325924780493339,4.3125,3.34,3.54,3.9,3044.089,2011,6,2011-06-01,-1.5119476,3.5946107,0.022551537,0.019756317,-0.0028066635,0.91078955,0.64931655,0.40236473,-0.07149623,0.037581086,1.0622203,0.8364292,0.8811796,0.88383657,1.3009305000305176,0.9107895384301639
114,2011-07,1.3325544043958055,4.2971,3.59,3.66,3.97,2972.079,2011,7,2011-07-01,-4.301191,5.9850497,-0.010165215,-0.01510334,0.015730858,-1.532029,-2.9529,-2.763925,-2.9283962,-2.7595832,-1.2962924,-1.5629222,-1.4448135,-1.5344712,-1.63435959815979,-1.5320289817612993
115,2011-08,1.3365520676089928,3.1341,3.67,3.86,4.0,2846.776,2011,8,2011-08-01,-1.6120955,3.5946107,0.010205269,0.010472298,0.013021469,0.8646374,-0.07370809,-0.87935525,-1.3538402,-0.7428616,1.0091928,0.80224824,0.8330791,0.8812686,0.0726328194141388,-0.8793552553972628
116,2011-09,1.3432348279470376,3.4665,3.81,3.88,4.01,2581.351,2011,9,2011-09-01,-4.201738,5.9850497,0.008358955,-0.022940636,0.029489517,-1.646474,-2.9938512,-3.6920736,-3.781049,-3.220422,-1.4444103,-1.7535907,-2.040295,-1.6110673,-2.825462579727173,-1.6464740549808479
117,2011-10,1.3445780627749846,3.6127,3.23,3.62,3.78,2695.307,2011,10,2011-10-01,0.3839116,1.1994004,0.03668499,0.03442955,-0.012075424,3.211959,1.5259693,1.8189111,1.5928911,2.4551423,3.0093071,3.9700527,3.6042562,3.18311,1.6808503866195679,1.525969319500394
118,2011-11,1.3418889066494346,3.3374,2.73,3.39,3.65,2521.52,2011,11,2011-11-01,4.2858653,-2.402403,0.010552406,0.01743412,0.015716553,6.743991,5.386437,6.1799746,5.701323,6.426943,6.2011395,6.741167,6.730256,6.8377,5.5474467277526855,5.386436729936149
119,2011-12,1.3459145733693827,3.0424,2.69,3.08,3.47,2345.742,2011,12,2011-12-01,-1.2138824,3.5946107,0.031124115,0.029520035,0.07000542,0.4750255,-0.44462568,0.12458528,0.8773275,1.4822494,-0.6366467,0.56721395,0.6847308,0.63297653,-1.425311803817749,0.8773275146762582
120,2012-01,1.3661032919699232,4.2081,2.78,3.04,3.4,2464.26,2012,1,2012-01-01,-15.979435,17.866335,0.005045891,-0.070895195,0.16447067,-13.913253,-16.409662,-14.032555,-12.447314,-11.721668,-15.333823,-13.884602,-14.41686,-13.729827,-8.629385948181152,-14.01307715349842
121,2012-02,1.3647371886779534,3.2218,2.91,3.16,3.51,2634.143,2012,2,2012-02-01,4.2815447,-1.2006004,0.013084412,0.0011167526,-0.15076542,5.2436476,4.045683,4.412944,5.183006,5.6721864,4.6567774,5.2755694,4.9935145,5.2439446,6.070492744445801,4.427925606194885
122,2012-03,1.3674666630553092,2.4702,2.88,3.18,3.54,2454.899,2012,3,2012-03-01,-0.4205337,2.3976033,0.032218933,0.028037071,-0.03668213,1.4522487,1.5682653,0.8623712,1.5135118,1.8565513,0.52366495,1.1555538,1.7378802,1.4206626,1.6585769653320312,1.5666845138081822
123,2012-04,1.366099196392254,3.1761,2.86,3.15,3.53,2626.157,2012,4,2012-04-01,3.4775202,-1.2006004,-0.0066785812,-0.010902405,0.012097359,4.943043,3.995972,4.444957,5.014683,5.2580256,4.5435333,5.564751,4.479517,4.990035,4.274762153625488,4.943043254068435
124,2012-05,1.3620008988030772,2.1306,2.53,2.93,3.43,2632.042,2012,5,2012-05-01,5.580974,-3.6054108,0.01167202,0.013266563,-0.023371696,7.153263,7.8571978,7.562744,7.8721876,7.747402,6.9066434,7.2005234,7.0103455,7.1576786,4.038082599639893,7.153263273498676
125,2012-06,1.3538288934102587,2.6532,2.27,2.94,3.37,2461.612,2012,6,2012-06-01,9.799058,-7.221687,0.027335167,0.031334877,0.0049819946,10.327048,10.2438965,11.509659,10.967697,10.995983,9.842119,10.2626,10.382028,10.388361,12.540068626403809,10.327048107737635
126,2012-07,1.3551827223036688,2.6832,2.27,2.83,3.28,2332.922,2012,7,2012-07-01,1.3779703,1.1994004,-0.006419182,-0.015546799,0.00851059,1.7876362,1.8754078,2.9109993,2.871201,2.7657547,0.6597998,1.8682383,1.0959611,1.7893418,1.374333143234253,0.6597997936614179
127,2012-08,1.3633138186374907,2.7218,2.5,3.02,3.34,2204.868,2012,8,2012-08-01,-4.700568,7.178486,0.0063152313,0.00931263,0.010590553,-3.8987138,-3.7496235,-3.3337584,-3.3314748,-3.2841659,-5.4024577,-3.9507158,-3.6867735,-3.8991594,-0.9935797452926636,-5.402457481104612
128,2012-09,1.367403760093403,2.7862,2.75,3.21,3.47,2293.106,2012,9,2012-09-01,-0.619427,3.5946107,0.020116806,0.0036649704,0.061724663,-0.7260996,-0.6487123,-0.5983913,-0.6005903,-0.59333587,-1.7035916,-0.6973967,-0.8028167,-0.7067768,-1.2895750999450684,-1.7035916223324756
129,2012-10,1.3660363563333096,2.7269,2.87,3.21,3.52,2254.82,2012,10,2012-10-01,4.3757844,-1.2006004,-0.0077495575,0.02248478,-0.037483215,3.7201746,3.80006,3.6831195,3.752926,3.6959267,2.9973516,3.6673937,3.8350894,3.7210414,3.627408027648926,3.7201746381558185
130,2012-11,1.3674023926896428,2.4089,2.89,3.19,3.55,2139.661,2012,11,2012-11-01,1.7757834,1.1994004,0.00895977,0.012108803,0.017801285,1.4019946,1.7495667,1.396235,1.3894539,1.3375776,0.8137211,1.3940631,1.4120514,1.4108053,1.3577370643615723,1.4019945409209658
131,2012-12,1.37834161183116,2.3588,2.9,3.28,3.58,2522.952,2012,12,2012-12-01,-7.0838857,9.561804,0.030556679,0.038915634,0.042372704,-6.853111,-6.210102,-6.760971,-6.8570437,-6.9370418,-7.0396957,-6.8680863,-6.408522,-6.853845,-6.742083549499512,-6.8531108526394195
132,2013-01,1.3921250279494717,2.1266,2.83,3.24,3.59,2686.882,2013,1,2013-01-01,-9.46248,11.940397,0.018289566,0.008274078,0.13323116,-9.322765,-8.643774,-9.178268,-9.303055,-9.379404,-9.352575,-9.365285,-9.286554,-9.275937,-6.789138317108154,-9.322765321606425
133,2013-02,1.4074384032569158,2.5935,2.75,3.28,3.59,2673.327,2013,2,2013-02-01,-11.24525,13.127928,0.0065021515,-0.049819946,-0.034801483,-10.807899,-10.494848,-10.641307,-10.778647,-10.810703,-10.812647,-10.788165,-10.895777,-10.591424,-10.19289779663086,-10.807899555274663
134,2013-03,1.3947714576276036,2.3099,2.74,3.29,3.58,2495.083,2013,3,2013-03-01,13.134392,-10.848893,0.03663063,0.048758507,-0.0838871,13.752839,13.835544,13.742006,13.732966,13.765682,13.735487,13.682902,13.763414,13.756647,9.049402236938477,13.752838614078257
135,2013-04,1.3975610005428587,2.3796,2.73,3.2,3.46,2447.306,2013,4,2013-04-01,-0.61235625,2.3976033,-0.00319767,-0.010508537,0.0026407242,-0.02216866,0.18169217,0.053635392,0.026175648,0.06463356,0.008404178,0.12046145,-0.045568094,-0.021393472,-0.34826231002807617,-0.02216866117646754
136,2013-05,1.3891756345396016,2.7967,2.84,3.13,3.42,2606.426,2013,5,2013-05-01,9.708691,-7.221687,0.009270668,0.008274078,-0.021370888,9.702018,9.674988,9.667469,9.764298,9.821072,9.641583,9.728535,9.622918,9.686153,9.088911056518555,9.702017563721386
137,2013-06,1.3891756345396016,6.4334,3.24,3.32,3.51,2200.639,2013,6,2013-06-01,2.3869543,0.0,0.01167202,0.010566711,-0.0067739487,2.3227892,1.4489143,2.156857,2.2681506,2.3833067,2.6852942,2.3283722,2.3180902,2.3228414,1.1120790243148804,2.322789143027923
138,2013-07,1.390564810174141,3.3363,3.47,3.46,3.63,2193.021,2013,7,2013-07-01,1.1875538,1.1994004,-0.0020809174,-0.009304047,0.0064315796,1.112968,1.084688,0.86878777,0.9536637,1.0371025,1.4848075,1.1463729,1.0552427,1.111545,1.1120790243148804,1.1129679823171958
139,2013-08,1.3975176342250115,3.2292,3.54,3.82,3.91,2313.91,2013,8,2013-08-01,-3.8970494,5.9850497,0.008558273,0.011172295,0.009376526,-3.7202237,-3.7310042,-3.9020696,-4.0809855,-4.0637355,-3.5365424,-3.7024045,-3.6823232,-3.7108834,-3.899357318878174,-3.720223592411843
140,2013-09,1.4086977752988117,3.2177,3.59,3.95,4.05,2409.037,2013,9,2013-09-01,-7.771866,9.561804,0.015078545,-0.0056056976,0.028133392,-7.346235,-7.3535833,-7.5165668,-7.7507143,-7.8135076,-7.2958965,-7.3699064,-7.3298693,-7.3374844,-6.4770121574401855,-7.346234771346904
141,2013-10,1.4101064730741104,3.623,3.63,3.96,4.11,2373.718,2013,10,2013-10-01,0.49058706,1.1994004,-0.00664711,0.022725105,-0.016002655,1.1470977,1.1144687,0.9597383,0.7347486,0.62542045,1.2159153,1.2728419,1.1662011,1.1504209,1.126931071281433,1.1470977227756278
142,2013-11,1.4086963666010364,3.8841,4.07,4.34,4.46,2438.944,2013,11,2013-11-01,2.7904377,-1.2006004,0.008388519,0.016490936,0.015094757,3.5913591,3.547175,3.249466,2.9765553,2.7976165,3.5829165,3.5874872,3.5967324,3.5863166,3.7750627994537354,3.5913591675318477
143,2013-12,1.4129224557008393,3.713,4.08,4.43,4.55,2330.026,2013,12,2013-12-01,-2.0047736,3.5946107,0.024950981,0.03766918,0.03709793,-1.2941288,-1.3446976,-1.7724305,-1.9743137,-2.1069908,-1.2292529,-1.272028,-1.2130256,-1.2998474,-0.5210039615631104,-1.294128821532142
144,2014-01,1.4270516802578477,3.3648,3.92,4.37,4.56,2202.45,2014,1,2014-01-01,-11.046042,11.940397,0.01524353,-0.06868935,0.26684284,-9.8163395,-9.837405,-10.21569,-10.406499,-10.543053,-9.689623,-9.825004,-9.804729,-9.956643,-8.659507751464844,-9.81633987928857
145,2014-02,1.4341869386591368,2.4854,3.42,4.18,4.48,2178.971,2014,2,2014-02-01,-4.3965917,5.9850497,0.0073070526,0.005461693,-0.20484352,-3.8467317,-3.7850447,-4.0183196,-4.377369,-4.574774,-3.8128989,-3.8351955,-3.8104186,-3.1248686,-3.288728713989258,-3.846731758819339
146,2014-03,1.427016003965841,2.2979,3.17,4.16,4.5,2146.305,2014,3,2014-03-01,7.603508,-6.0150504,0.025238037,0.034330368,-0.06619358,8.428763,8.512691,8.247109,7.7291327,7.5324597,8.491987,8.389916,8.479,8.43598,9.01700496673584,8.428763051940408
147,2014-04,1.4227349559539435,2.4726,3.43,4.11,4.39,2158.659,2014,4,2014-04-01,5.2941194,-3.6054108,0.0069761276,-0.009817123,0.0048952103,5.887739,5.9317784,5.586366,5.313871,5.2254667,5.8711267,5.911702,5.7240386,5.8830957,5.129985809326172,5.887739077524458
148,2014-05,1.4241576909098972,2.4429,3.48,4.02,4.18,2156.464,2014,5,2014-05-01,0.18915792,1.1994004,0.011467934,0.010292053,-0.00967598,0.95658517,0.99310637,0.6968574,0.55341923,0.59279895,0.91084987,0.95697075,0.9675493,0.96007335,1.144484281539917,0.9565851876297986
149,2014-06,1.4227335332189872,2.7209,3.32,3.85,4.05,2165.118,2014,6,2014-06-01,2.6892087,-1.2006004,0.02282238,0.040786743,-0.01913166,3.3780036,3.3935592,3.209157,3.1044464,3.1380057,3.2823393,3.33481,3.5566528,3.3796241,3.3350794315338135,3.1044464294386955
150,2014-07,1.424156266752206,3.2292,3.63,3.99,4.21,2350.251,2014,7,2014-07-01,0.4888088,1.1994004,-0.012761116,-0.030143738,0.006919861,0.8873498,0.8743548,0.52890444,0.530676,0.51989245,0.9058533,1.0799361,0.6886286,0.8841371,0.9597940444946289,0.5306760181270054
151,2014-08,1.4270045792857105,2.97,3.76,3.98,4.25,2338.287,2014,8,2014-08-01,-0.4104401,2.3976033,0.0027170181,0.0020370483,0.011289597,-0.3614873,-0.36073753,-0.7985903,-0.67500764,-0.7376558,-0.35651514,-0.34423223,-0.3932187,-0.3640457,-0.5314515829086304,-0.6750076382600714
152,2014-09,1.4341396021821389,2.8069,3.78,3.96,4.16,2450.988,2014,9,2014-09-01,-4.396691,5.9850497,0.00379467,-0.014570236,0.014505386,-4.0174494,-4.0103226,-4.3969703,-4.2598205,-4.245199,-3.9484093,-4.008193,-4.093294,-4.0124993,-3.773592948913574,-4.259820290900224
153,2014-10,1.4341396021821389,2.5192,3.55,3.68,3.84,2508.325,2014,10,2014-10-01,1.2879081,0.0,-0.0023450851,0.007299423,-0.019794464,1.9944484,2.0062764,1.8144326,2.038516,2.1193857,2.1466184,2.0415967,1.9689158,2.0009968,1.7766234874725342,1.994448437353483
154,2014-11,1.4312713229777745,2.5932,3.16,3.43,3.59,2808.819,2014,11,2014-11-01,3.8905115,-2.402403,0.007782936,0.016537666,0.012863159,4.3232956,4.3185396,4.438015,4.5924225,4.6688833,4.6840177,4.3041286,4.32461,4.3057737,2.53403377532959,4.323295798603087
